project,Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,is_cdsbp
nutch,Class,org.apache.nutch.parse.tika.XMLCharacterRecognizer,2.0,2.0,3.0,2.0,18.0,2.0,9.0,7.0,1.0,0.0,0.0,,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,86,14,40,8,17,32,16,28,11,4.0,4.0,4.0,4.0,1.0,3,0.0,0.0,0.8,11,11,14,11,False
nutch,Public Class,org.apache.nutch.parse.zip.TestZipParser,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,1.0,11.0,0.0,,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,2.0,2.0,59,11,25,14,12,23,17,23,15,2.0,2.0,2.0,1.0,2.0,1,75.0,75.0,0.92,5,5,5,4,False
nutch,Public Class,org.apache.nutch.parse.zip.ZipParser,2.0,2.0,2.0,1.0,15.0,2.0,12.0,0.0,2.0,10.0,0.0,,0.0,1.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,4.0,93,16,53,21,38,24,25,36,19,7.0,7.0,8.0,3.0,1.0,2,50.0,25.0,0.45,10,10,11,6,False
nutch,Public Class,org.apache.nutch.parse.zip.ZipTextExtractor,5.0,5.0,5.0,1.0,29.0,3.0,24.0,1.0,1.0,11.0,0.0,,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,91,14,54,24,36,23,35,46,26,9.0,9.0,9.0,1.0,1.0,5,0.0,0.0,0.43,10,10,10,2,False
nutch,Public Class,org.apache.nutch.plugin.CircularDependencyException,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,,0.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,18,3,9,4,3,6,3,6,4,1.0,1.0,1.0,1.0,2.0,0,0.0,0.0,0.67,2,2,2,2,False
nutch,Public Class,org.apache.nutch.plugin.Extension,1.0,1.0,1.0,1.0,11.0,0.0,5.0,6.0,1.0,4.0,0.0,,0.0,0.0,12.0,7.0,12.0,12.0,12.0,7.0,12.0,12.0,0.0,1.0,0.0,11.0,170,12,70,25,32,88,33,49,23,5.0,5.0,5.0,4.0,1.0,2,80.0,73.0,1.26,16,16,16,15,False
nutch,Public Class,org.apache.nutch.plugin.ExtensionPoint,1.0,1.0,1.0,1.0,8.0,0.0,3.0,5.0,1.0,1.0,0.0,,0.0,0.0,9.0,4.0,9.0,9.0,9.0,4.0,9.0,9.0,0.0,3.0,0.0,6.0,102,10,36,14,12,56,16,26,14,1.0,1.0,1.0,1.0,1.0,0,75.0,66.0,1.56,9,9,9,9,False
nutch,Public Class,org.apache.nutch.plugin.HelloWorldExtension,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,30,1,5,2,1,24,1,3,2,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,4.8,1,1,1,1,False
nutch,Public Class,org.apache.nutch.plugin.MissingDependencyException,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,,0.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,18,3,9,4,3,6,3,6,4,1.0,1.0,1.0,1.0,2.0,0,0.0,0.0,0.67,2,2,2,2,False
nutch,Public Class,org.apache.nutch.plugin.Plugin,1.0,1.0,1.0,1.0,7.0,0.0,3.0,4.0,1.0,2.0,1.0,,0.0,0.0,6.0,2.0,6.0,6.0,6.0,2.0,6.0,6.0,0.0,1.0,1.0,4.0,74,6,22,9,6,46,8,15,9,1.0,1.0,1.0,1.0,1.0,0,75.0,66.0,2.09,6,6,6,6,False
nutch,Public Class,org.apache.nutch.plugin.PluginClassLoader,1.0,1.0,1.0,1.0,11.0,0.0,3.0,8.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,23,0,5,2,1,18,1,3,2,1.0,1.0,1.0,1.0,2.0,0,0.0,0.0,3.6,1,1,1,1,False
nutch,Public Class,org.apache.nutch.plugin.PluginDescriptor,1.0,1.0,1.0,1.0,9.0,0.0,5.0,4.0,1.0,5.0,0.0,,0.0,1.0,27.0,14.0,27.0,27.0,27.0,14.0,27.0,27.0,0.0,8.0,0.0,19.0,323,30,155,60,80,138,69,110,55,5.0,5.0,5.0,4.0,1.0,3,92.0,86.0,0.89,37,37,37,30,False
nutch,Public Class,org.apache.nutch.plugin.PluginManifestParser,4.0,4.0,4.0,2.0,23.0,0.0,17.0,5.0,1.0,4.0,0.0,,0.0,5.0,10.0,2.0,10.0,10.0,10.0,2.0,10.0,10.0,0.0,7.0,0.0,3.0,265,22,189,79,132,57,104,145,73,10.0,10.0,11.0,6.0,1.0,6,75.0,50.0,0.3,41,41,45,21,False
nutch,Public Class,org.apache.nutch.plugin.PluginRepository,3.0,3.0,3.0,2.0,21.0,0.0,15.0,5.0,1.0,10.0,0.0,,2.0,2.0,14.0,5.0,16.0,16.0,14.0,5.0,16.0,16.0,0.0,8.0,0.0,8.0,391,36,255,66,171,101,113,178,63,7.0,7.0,7.0,7.0,1.0,3,81.0,66.0,0.4,58,58,60,34,False
nutch,Public Class,org.apache.nutch.plugin.PluginRuntimeException,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,,0.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,18,3,9,4,3,6,3,6,4,1.0,1.0,1.0,1.0,2.0,0,0.0,0.0,0.67,2,2,2,2,False
nutch,Public Class,org.apache.nutch.plugin.SimpleTestPlugin,1.0,1.0,1.0,1.0,5.0,1.0,3.0,1.0,1.0,2.0,0.0,,0.0,0.0,3.0,0.0,3.0,9.0,3.0,0.0,3.0,9.0,0.0,0.0,0.0,3.0,35,7,11,4,3,17,3,7,4,1.0,1.0,1.0,1.0,2.0,0,0.0,0.0,1.55,3,3,3,3,False
nutch,Public Class,org.apache.nutch.plugin.TestPluginSystem,1.0,1.0,1.0,1.0,12.0,0.0,9.0,2.0,1.0,10.0,0.0,,3.0,0.0,15.0,4.0,18.0,18.0,15.0,4.0,18.0,18.0,0.0,8.0,2.0,8.0,265,22,185,68,130,58,106,140,65,3.0,3.0,3.0,3.0,2.0,2,79.0,72.0,0.31,33,33,34,22,False
nutch,Public Class,org.apache.nutch.protocol.Content,1.0,1.0,1.0,1.0,11.0,1.0,9.0,1.0,2.0,3.0,0.0,,2.0,2.0,16.0,7.0,18.0,18.0,16.0,7.0,18.0,18.0,0.0,2.0,0.0,16.0,266,56,179,54,122,48,110,141,52,6.0,5.0,6.0,1.0,1.0,3,66.0,60.0,0.27,31,29,35,18,False
nutch,Public Class,org.apache.nutch.protocol.EmptyRobotRules,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,,0.0,1.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,36,5,12,5,4,19,4,8,5,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.58,3,3,3,3,False
nutch,Public Class,org.apache.nutch.protocol.ProtocolException,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,4.0,,0.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,35,5,14,5,4,16,4,9,5,1.0,1.0,1.0,1.0,2.0,0,0.0,0.0,1.14,4,4,4,4,False
nutch,Public Class,org.apache.nutch.protocol.ProtocolFactory,3.0,3.0,3.0,2.0,16.0,2.0,12.0,2.0,1.0,7.0,0.0,,0.0,1.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,1.0,1.0,0.0,2.0,103,16,55,17,37,32,30,44,19,6.0,6.0,6.0,4.0,1.0,3,50.0,37.0,0.58,14,14,14,11,False
nutch,Public Class,org.apache.nutch.protocol.ProtocolNotFound,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,,0.0,0.0,3.0,1.0,3.0,7.0,3.0,1.0,3.0,7.0,0.0,0.0,0.0,3.0,30,3,11,5,4,16,5,9,5,1.0,1.0,1.0,1.0,3.0,0,33.0,0.0,1.45,3,3,3,3,False
nutch,Public Class,org.apache.nutch.protocol.ProtocolOutput,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,2.0,0.0,,0.0,0.0,6.0,2.0,6.0,6.0,6.0,2.0,6.0,6.0,0.0,0.0,0.0,6.0,51,6,24,9,8,21,10,17,9,1.0,1.0,1.0,1.0,1.0,0,33.0,33.0,0.88,6,6,6,6,False
nutch,Public Class,org.apache.nutch.protocol.ProtocolStatus,1.0,1.0,2.0,1.0,5.0,0.0,5.0,0.0,2.0,0.0,0.0,,1.0,29.0,24.0,3.0,25.0,25.0,24.0,3.0,25.0,25.0,0.0,0.0,0.0,25.0,266,32,195,64,130,39,111,155,64,10.0,10.0,11.0,10.0,1.0,4,57.0,38.0,0.2,44,43,57,34,False
nutch,Public Class,org.apache.nutch.protocol.TestContent,1.0,1.0,1.0,1.0,24.0,4.0,19.0,6.0,1.0,5.0,0.0,,0.0,1.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,97,18,61,12,55,35,30,34,11,1.0,1.0,1.0,1.0,2.0,0,33.0,33.0,0.57,3,3,3,3,False
nutch,Public Class,org.apache.nutch.protocol.TestProtocolFactory,2.0,2.0,2.0,1.0,15.0,1.0,12.0,2.0,1.0,5.0,0.0,,0.0,0.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,0.0,0.0,1.0,2.0,56,10,41,8,28,8,23,30,8,5.0,5.0,5.0,1.0,2.0,1,16.0,16.0,0.2,7,7,7,3,False
nutch,Public Class,org.apache.nutch.protocol.file.File,3.0,3.0,3.0,1.0,14.0,2.0,11.0,1.0,2.0,13.0,0.0,,1.0,2.0,6.0,3.0,7.0,7.0,6.0,3.0,7.0,7.0,0.0,0.0,0.0,7.0,146,27,87,25,62,38,49,71,26,9.0,9.0,9.0,4.0,1.0,4,76.0,57.0,0.44,21,21,22,10,False
nutch,Public Class,org.apache.nutch.protocol.file.FileError,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,,0.0,0.0,2.0,1.0,2.0,10.0,2.0,1.0,2.0,10.0,0.0,0.0,0.0,2.0,30,4,8,4,3,18,4,7,4,1.0,1.0,1.0,1.0,4.0,0,50.0,50.0,2.25,2,2,2,2,False
nutch,Public Class,org.apache.nutch.protocol.file.FileException,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,,0.0,0.0,4.0,0.0,4.0,8.0,4.0,0.0,4.0,8.0,0.0,0.0,0.0,4.0,35,5,14,5,4,16,4,9,5,1.0,1.0,1.0,1.0,3.0,0,0.0,0.0,1.14,4,4,4,4,False
nutch,Public Class,org.apache.nutch.protocol.file.FileResponse,4.0,4.0,4.0,1.0,24.0,4.0,17.0,4.0,1.0,9.0,0.0,,0.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,3.0,0.0,5.0,263,46,149,35,103,75,80,111,33,14.0,14.0,14.0,8.0,1.0,2,60.0,60.0,0.5,34,34,36,15,False
nutch,Public Class,org.apache.nutch.protocol.file.TestProtocolFile,1.0,1.0,1.0,1.0,11.0,0.0,8.0,2.0,1.0,11.0,0.0,,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,2.0,60,10,35,15,25,15,19,25,14,2.0,2.0,2.0,1.0,2.0,1,55.0,22.0,0.43,4,4,4,3,False
nutch,Public Class,org.apache.nutch.protocol.ftp.Client,2.0,2.0,3.0,1.0,28.0,2.0,13.0,12.0,1.0,4.0,0.0,,0.0,0.0,16.0,8.0,16.0,16.0,16.0,8.0,16.0,16.0,0.0,3.0,1.0,12.0,548,64,232,56,138,256,110,154,43,8.0,8.0,9.0,6.0,2.0,2,84.0,68.0,1.1,45,45,49,28,False
nutch,Public Class,org.apache.nutch.protocol.ftp.Ftp,2.0,2.0,3.0,1.0,12.0,1.0,10.0,1.0,2.0,13.0,0.0,,1.0,3.0,10.0,11.0,11.0,11.0,10.0,11.0,11.0,11.0,0.0,0.0,1.0,10.0,213,42,133,41,90,46,75,107,42,13.0,13.0,13.0,4.0,1.0,4,88.0,83.0,0.35,31,31,33,14,False
nutch,Public Class,org.apache.nutch.protocol.ftp.FtpError,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,,0.0,0.0,2.0,1.0,2.0,10.0,2.0,1.0,2.0,10.0,0.0,0.0,0.0,2.0,30,4,8,4,3,18,4,7,4,1.0,1.0,1.0,1.0,4.0,0,50.0,50.0,2.25,2,2,2,2,False
nutch,Public Class,org.apache.nutch.protocol.ftp.FtpException,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,5.0,,0.0,0.0,4.0,0.0,4.0,8.0,4.0,0.0,4.0,8.0,0.0,0.0,0.0,4.0,41,5,14,5,4,22,4,9,5,1.0,1.0,1.0,1.0,3.0,0,0.0,0.0,1.57,4,4,4,4,False
nutch,Public Class,org.apache.nutch.protocol.ftp.FtpExceptionBadSystResponse,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,9.0,1.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0,26,0,5,2,1,21,1,3,2,1.0,1.0,1.0,1.0,4.0,0,0.0,0.0,4.2,1,1,1,1,False
nutch,Public Class,org.apache.nutch.protocol.ftp.FtpExceptionCanNotHaveDataConnection,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,9.0,1.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0,26,0,5,2,1,21,1,3,2,1.0,1.0,1.0,1.0,4.0,0,0.0,0.0,4.2,1,1,1,1,False
nutch,Public Class,org.apache.nutch.protocol.ftp.FtpExceptionControlClosedByForcedDataClose,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,9.0,1.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0,27,0,5,2,1,22,1,3,2,1.0,1.0,1.0,1.0,4.0,0,0.0,0.0,4.4,1,1,1,1,False
nutch,Public Class,org.apache.nutch.protocol.ftp.FtpExceptionUnknownForcedDataClose,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,9.0,1.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0,27,0,5,2,1,22,1,3,2,1.0,1.0,1.0,1.0,4.0,0,0.0,0.0,4.4,1,1,1,1,False
nutch,Public Class,org.apache.nutch.protocol.ftp.FtpResponse,9.0,9.0,11.0,3.0,54.0,7.0,36.0,12.0,1.0,15.0,0.0,,0.0,1.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,0.0,3.0,0.0,5.0,492,72,301,33,227,135,141,207,31,43.0,43.0,56.0,7.0,1.0,4,60.0,58.0,0.45,75,75,91,27,False
nutch,Public Class,org.apache.nutch.protocol.ftp.PrintCommandListener,2.0,2.0,2.0,1.0,7.0,0.0,7.0,0.0,2.0,0.0,0.0,,0.0,0.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,0.0,1.0,0.0,3.0,60,4,35,9,15,21,10,21,8,3.0,3.0,3.0,1.0,1.0,2,0.0,0.0,0.6,10,10,10,4,False
nutch,Public Class,org.apache.nutch.protocol.http.Http,1.0,1.0,1.0,1.0,5.0,0.0,3.0,1.0,1.0,5.0,0.0,,1.0,1.0,3.0,0.0,4.0,24.0,3.0,0.0,4.0,24.0,0.0,0.0,1.0,3.0,46,7,18,8,7,21,7,12,7,1.0,1.0,1.0,1.0,2.0,0,0.0,0.0,1.17,4,4,4,4,False
nutch,Public Class,org.apache.nutch.protocol.http.HttpResponse,4.0,4.0,5.0,2.0,27.0,4.0,21.0,2.0,2.0,9.0,0.0,,2.0,0.0,11.0,7.0,13.0,13.0,11.0,7.0,13.0,13.0,0.0,7.0,0.0,6.0,408,78,282,74,201,59,152,211,65,16.0,16.0,18.0,7.0,1.0,5,81.0,78.0,0.21,63,61,70,26,False
nutch,Public Class,org.apache.nutch.protocol.http.api.BlockedException,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,9.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,23,2,5,2,1,16,1,3,2,1.0,1.0,1.0,1.0,4.0,0,0.0,0.0,3.2,1,1,1,1,False
nutch,Public Abstract Class,org.apache.nutch.protocol.http.api.HttpBase,3.0,3.0,3.0,1.0,13.0,1.0,11.0,1.0,2.0,13.0,2.0,,2.0,3.0,18.0,12.0,20.0,20.0,18.0,12.0,20.0,20.0,0.0,1.0,3.0,16.0,362,69,245,63,178,68,124,181,55,21.0,15.0,22.0,9.0,1.0,3,85.0,82.0,0.28,63,57,75,27,False
nutch,Public Class,org.apache.nutch.protocol.http.api.HttpException,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,,0.0,0.0,4.0,0.0,4.0,8.0,4.0,0.0,4.0,8.0,0.0,0.0,0.0,4.0,35,5,14,5,4,16,4,9,5,1.0,1.0,1.0,1.0,3.0,0,0.0,0.0,1.14,4,4,4,4,False
nutch,Public Class,org.apache.nutch.protocol.http.api.RobotRulesParser,4.0,4.0,5.0,1.0,24.0,2.0,19.0,3.0,2.0,5.0,0.0,,3.0,7.0,11.0,3.0,14.0,14.0,11.0,3.0,14.0,14.0,5.0,2.0,0.0,7.0,547,82,362,98,261,118,191,280,99,27.0,27.0,32.0,3.0,1.0,5,87.0,58.0,0.33,66,66,75,16,False
nutch,Public Static Class,org.apache.nutch.protocol.http.api.RobotRulesParser.RobotRuleSet,2.0,2.0,2.0,1.0,11.0,0.0,7.0,3.0,2.0,2.0,0.0,,0.0,0.0,9.0,4.0,9.0,9.0,9.0,4.0,9.0,9.0,0.0,2.0,0.0,7.0,135,15,84,22,50,38,40,63,24,5.0,5.0,5.0,3.0,1.0,3,69.0,63.0,0.45,20,20,21,11,False
nutch,Private Class,org.apache.nutch.protocol.http.api.RobotRulesParser.RobotRuleSet.RobotsEntry,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,11,1,8,4,2,2,4,6,4,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.25,1,1,1,1,False
nutch,Public Class,org.apache.nutch.protocol.http.api.TestRobotRulesParser,2.0,2.0,2.0,1.0,12.0,0.0,12.0,0.0,1.0,2.0,0.0,,0.0,9.0,5.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,301,15,269,54,231,150,42,56,31,5.0,5.0,5.0,1.0,2.0,4,0.0,0.0,0.56,14,14,14,5,False
nutch,Public Class,org.apache.nutch.protocol.httpclient.DummySSLProtocolSocketFactory,1.0,1.0,1.0,1.0,9.0,0.0,5.0,4.0,2.0,1.0,0.0,,1.0,1.0,8.0,1.0,9.0,9.0,8.0,1.0,9.0,9.0,0.0,2.0,0.0,7.0,102,13,52,17,25,37,19,34,14,3.0,3.0,3.0,1.0,1.0,2,88.0,44.0,0.71,14,14,15,9,False
nutch,Public Class,org.apache.nutch.protocol.httpclient.DummyX509TrustManager,1.0,1.0,1.0,1.0,6.0,0.0,4.0,2.0,2.0,0.0,0.0,,0.0,1.0,6.0,1.0,6.0,6.0,6.0,1.0,6.0,6.0,0.0,0.0,0.0,6.0,53,9,29,12,13,15,12,20,12,2.0,2.0,2.0,1.0,1.0,1,66.0,66.0,0.52,7,7,7,6,False
nutch,Public Class,org.apache.nutch.protocol.httpclient.Http,4.0,4.0,4.0,1.0,32.0,4.0,19.0,9.0,1.0,7.0,0.0,,5.0,11.0,5.0,4.0,10.0,30.0,5.0,4.0,10.0,30.0,1.0,5.0,1.0,3.0,385,60,212,68,159,116,111,152,58,17.0,17.0,17.0,8.0,2.0,5,78.0,59.0,0.55,40,40,41,19,False
nutch,Public Class,org.apache.nutch.protocol.httpclient.HttpAuthenticationException,1.0,1.0,1.0,1.0,8.0,0.0,3.0,5.0,1.0,0.0,0.0,,0.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,63,5,14,5,4,44,4,9,5,1.0,1.0,1.0,1.0,2.0,0,0.0,0.0,3.14,4,4,4,4,False
nutch,Public Class,org.apache.nutch.protocol.httpclient.HttpAuthenticationFactory,3.0,3.0,4.0,2.0,15.0,1.0,13.0,1.0,2.0,4.0,0.0,,0.0,3.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,4.0,120,18,58,15,39,44,27,43,15,12.0,12.0,13.0,6.0,1.0,3,62.0,50.0,0.76,15,15,16,9,False
nutch,Public Class,org.apache.nutch.protocol.httpclient.HttpBasicAuthentication,2.0,2.0,2.0,1.0,15.0,0.0,8.0,6.0,3.0,1.0,0.0,,2.0,3.0,5.0,4.0,7.0,7.0,5.0,4.0,7.0,7.0,0.0,0.0,1.0,6.0,167,23,70,22,46,74,36,53,22,6.0,6.0,6.0,4.0,1.0,4,76.0,69.0,1.06,16,16,16,10,False
nutch,Public Class,org.apache.nutch.protocol.httpclient.HttpResponse,4.0,4.0,5.0,1.0,23.0,1.0,18.0,4.0,2.0,6.0,0.0,,0.0,0.0,6.0,4.0,6.0,6.0,6.0,4.0,6.0,6.0,1.0,0.0,0.0,5.0,186,19,114,24,82,53,54,82,24,21.0,21.0,25.0,1.0,1.0,4,62.0,62.0,0.46,26,26,30,6,False
nutch,Public Class,org.apache.nutch.protocol.httpclient.TestProtocolHttpClient,1.0,1.0,1.0,1.0,11.0,0.0,6.0,5.0,1.0,3.0,0.0,,0.0,1.0,12.0,4.0,12.0,12.0,12.0,4.0,12.0,12.0,0.0,3.0,2.0,7.0,163,18,79,25,49,66,52,65,24,1.0,1.0,1.0,1.0,2.0,0,79.0,37.0,0.84,12,12,12,12,False
nutch,Public Class,org.apache.nutch.scoring.ScoringFilterException,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,,0.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,24,5,14,5,4,5,4,9,5,1.0,1.0,1.0,1.0,2.0,0,0.0,0.0,0.36,4,4,4,4,False
nutch,Public Class,org.apache.nutch.scoring.ScoringFilters,2.0,2.0,2.0,1.0,9.0,0.0,9.0,0.0,2.0,12.0,0.0,,0.0,0.0,9.0,1.0,9.0,9.0,9.0,1.0,9.0,9.0,0.0,0.0,0.0,9.0,122,13,84,21,47,25,51,77,30,9.0,9.0,10.0,1.0,2.0,4,0.0,0.0,0.3,25,25,26,9,False
nutch,Public Class,org.apache.nutch.scoring.link.LinkAnalysisScoringFilter,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,2.0,9.0,0.0,,0.0,0.0,11.0,2.0,11.0,11.0,11.0,2.0,11.0,11.0,0.0,0.0,0.0,11.0,64,14,49,27,11,1,11,23,14,1.0,1.0,1.0,1.0,1.0,0,81.0,81.0,0.02,11,11,11,11,False
nutch,Public Class,org.apache.nutch.scoring.opic.OPICScoringFilter,1.0,1.0,1.0,1.0,8.0,0.0,7.0,1.0,2.0,10.0,0.0,,0.0,1.0,10.0,6.0,10.0,10.0,10.0,6.0,10.0,10.0,0.0,0.0,0.0,10.0,133,12,82,27,46,39,42,63,29,8.0,8.0,8.0,3.0,1.0,3,81.0,81.0,0.48,19,19,19,12,False
nutch,Public Class,org.apache.nutch.scoring.tld.TLDScoringFilter,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,2.0,10.0,0.0,,0.0,0.0,12.0,2.0,12.0,12.0,12.0,2.0,12.0,12.0,0.0,0.0,0.0,12.0,92,15,57,31,14,20,13,30,19,4.0,4.0,4.0,1.0,1.0,3,83.0,83.0,0.35,15,15,15,12,False
nutch,Public Class,org.apache.nutch.scoring.urlmeta.URLMetaScoringFilter,2.0,2.0,2.0,2.0,11.0,1.0,6.0,3.0,2.0,8.0,0.0,,0.0,3.0,10.0,1.0,10.0,10.0,10.0,1.0,10.0,10.0,0.0,0.0,0.0,10.0,152,24,74,28,38,54,28,53,23,5.0,5.0,7.0,5.0,2.0,3,75.0,75.0,0.73,21,21,27,20,False
nutch,Public Class,org.apache.nutch.scoring.webgraph.LinkDatum,1.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,2.0,0.0,0.0,,0.0,2.0,17.0,5.0,17.0,17.0,17.0,5.0,17.0,17.0,0.0,0.0,0.0,17.0,115,21,75,30,36,19,34,52,26,3.0,3.0,3.0,1.0,1.0,0,67.0,60.0,0.25,20,20,20,17,False
nutch,Public Class,org.apache.nutch.scoring.webgraph.LinkDumper,2.0,2.0,3.0,1.0,38.0,3.0,31.0,3.0,2.0,9.0,0.0,,1.0,2.0,2.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,394,64,277,113,167,53,145,197,91,4.0,4.0,4.0,3.0,2.0,2,0.0,0.0,0.19,8,8,9,5,False
nutch,Public Static Class,org.apache.nutch.scoring.webgraph.LinkDumper.Inverter,3.0,3.0,3.0,1.0,15.0,1.0,11.0,2.0,3.0,4.0,0.0,,0.0,0.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,4.0,77,12,50,23,26,15,22,34,18,9.0,9.0,10.0,4.0,1.0,3,50.0,50.0,0.3,12,12,13,7,False
nutch,Public Static Class,org.apache.nutch.scoring.webgraph.LinkDumper.LinkNode,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,1.0,0.0,,0.0,0.0,8.0,2.0,8.0,8.0,8.0,2.0,8.0,8.0,0.0,0.0,0.0,8.0,48,11,34,14,13,3,13,22,11,1.0,1.0,1.0,1.0,1.0,0,37.0,37.0,0.09,8,8,8,8,False
