project,Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,is_cdsbp
nutch,Public Class,org.apache.nutch.net.URLFilterException,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,,0.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,35,5,14,5,4,16,4,9,5,1.0,1.0,1.0,1.0,2.0,0,0.0,0.0,1.14,4,4,4,4,False
nutch,Public Class,org.apache.nutch.net.URLFilters,6.0,6.0,7.0,2.0,27.0,1.0,25.0,0.0,1.0,7.0,0.0,,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,79,6,55,16,39,18,30,44,18,10.0,10.0,11.0,3.0,1.0,5,0.0,0.0,0.33,13,13,14,4,False
nutch,Public Class,org.apache.nutch.net.URLNormalizerChecker,3.0,3.0,3.0,1.0,18.0,3.0,15.0,0.0,1.0,6.0,0.0,,1.0,0.0,3.0,1.0,4.0,4.0,3.0,1.0,4.0,4.0,0.0,2.0,0.0,2.0,101,17,65,23,44,19,37,52,23,6.0,6.0,6.0,3.0,1.0,2,25.0,0.0,0.29,14,14,14,6,False
nutch,Public Class,org.apache.nutch.net.URLNormalizers,5.0,5.0,6.0,2.0,34.0,1.0,24.0,9.0,1.0,7.0,0.0,,0.0,9.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,1.0,2.0,0.0,2.0,270,23,137,43,100,110,80,109,45,9.0,9.0,12.0,5.0,1.0,3,53.0,43.0,0.8,28,28,31,11,False
nutch,Public Class,org.apache.nutch.net.protocols.HttpDateFormat,1.0,1.0,1.0,1.0,8.0,0.0,7.0,1.0,1.0,0.0,0.0,,6.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,6.0,114,15,49,18,22,50,22,34,16,1.0,1.0,1.0,1.0,1.0,0,16.0,0.0,1.02,6,6,6,6,False
nutch,Public Class,org.apache.nutch.net.protocols.ProtocolException,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,,0.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,40,6,14,5,4,20,4,9,5,1.0,1.0,1.0,1.0,2.0,0,0.0,0.0,1.43,4,4,4,4,False
nutch,Public Class,org.apache.nutch.net.urlnormalizer.basic.BasicURLNormalizer,3.0,3.0,3.0,1.0,30.0,5.0,19.0,7.0,2.0,2.0,0.0,,0.0,1.0,5.0,7.0,5.0,5.0,5.0,7.0,5.0,5.0,0.0,1.0,0.0,4.0,202,38,113,31,84,59,60,80,30,11.0,11.0,13.0,1.0,1.0,3,65.0,51.0,0.52,17,17,19,5,False
nutch,Anonymous Class,org.apache.nutch.net.urlnormalizer.basic.BasicURLNormalizer.(Anon_1),1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4,0,4,1,3,0,1,2,1,1.0,1.0,1.0,1.0,2.0,0,0.0,0.0,0.0,1,1,1,1,False
nutch,Private Static Class,org.apache.nutch.net.urlnormalizer.basic.BasicURLNormalizer.Rule,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,4,3,0,4,2,3,3,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0,0,0,0,False
nutch,Public Class,org.apache.nutch.net.urlnormalizer.basic.TestBasicURLNormalizer,1.0,1.0,1.0,1.0,20.0,2.0,16.0,14.0,1.0,3.0,0.0,,1.0,0.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,0.0,1.0,0.0,3.0,105,12,67,7,56,76,37,42,7,1.0,1.0,1.0,1.0,2.0,0,62.0,25.0,1.13,4,4,4,4,False
nutch,Public Class,org.apache.nutch.net.urlnormalizer.pass.PassURLNormalizer,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,,0.0,0.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,39,5,12,5,3,22,4,8,5,1.0,1.0,1.0,1.0,1.0,0,33.0,33.0,1.83,3,3,3,3,False
nutch,Public Class,org.apache.nutch.net.urlnormalizer.pass.TestPassURLNormalizer,2.0,2.0,2.0,1.0,15.0,2.0,13.0,1.0,1.0,3.0,0.0,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,18,3,15,6,10,1,8,11,6,2.0,2.0,2.0,1.0,2.0,1,0.0,0.0,0.07,2,2,2,1,False
nutch,Public Class,org.apache.nutch.net.urlnormalizer.regex.RegexURLNormalizer,4.0,4.0,5.0,1.0,20.0,0.0,18.0,2.0,2.0,3.0,0.0,,1.0,2.0,9.0,1.0,10.0,10.0,9.0,1.0,10.0,10.0,1.0,2.0,0.0,7.0,267,19,194,53,138,55,103,151,51,14.0,14.0,19.0,7.0,2.0,4,50.0,40.0,0.28,46,46,53,19,False
nutch,Private Static Class,org.apache.nutch.net.urlnormalizer.regex.RegexURLNormalizer.Rule,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1,4,3,0,4,2,3,3,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0,0,0,0,False
nutch,Public Class,org.apache.nutch.net.urlnormalizer.regex.TestRegexURLNormalizer,3.0,3.0,3.0,1.0,15.0,0.0,15.0,0.0,1.0,4.0,0.0,,1.0,1.0,6.0,4.0,7.0,7.0,6.0,4.0,7.0,7.0,0.0,3.0,0.0,4.0,173,14,123,39,84,36,73,101,43,8.0,8.0,9.0,3.0,2.0,2,64.0,42.0,0.29,23,23,26,11,False
nutch,Private Static Class,org.apache.nutch.net.urlnormalizer.regex.TestRegexURLNormalizer.NormalizedURL,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,10,1,9,5,3,0,5,7,5,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,1,1,1,1,False
nutch,Anonymous Class,org.apache.nutch.net.urlnormalizer.regex.TestRegexURLNormalizer.TestRegexURLNormalizer.(Anon_1),2.0,2.0,3.0,1.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,6,0,6,1,5,0,2,4,1,2.0,2.0,3.0,1.0,2.0,1,0.0,0.0,0.0,2,2,3,1,False
nutch,Public Class,org.apache.nutch.parse.HTMLMetaTags,1.0,1.0,1.0,1.0,7.0,0.0,4.0,3.0,1.0,0.0,0.0,,0.0,0.0,18.0,9.0,18.0,18.0,18.0,9.0,18.0,18.0,0.0,0.0,0.0,18.0,197,26,93,32,53,78,45,66,32,3.0,3.0,3.0,1.0,1.0,1,79.0,79.0,0.84,20,20,20,18,False
nutch,Public Class,org.apache.nutch.parse.HtmlParseFilters,6.0,6.0,7.0,2.0,38.0,2.0,28.0,8.0,1.0,9.0,0.0,,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,101,8,60,18,41,33,32,46,19,10.0,10.0,11.0,3.0,1.0,5,0.0,0.0,0.55,13,13,14,4,False
nutch,Public Class,org.apache.nutch.parse.Outlink,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,,2.0,0.0,8.0,2.0,10.0,10.0,8.0,2.0,10.0,10.0,0.0,0.0,0.0,10.0,69,12,40,15,21,20,20,33,15,2.0,2.0,3.0,1.0,1.0,1,40.0,30.0,0.5,12,12,13,10,False
nutch,Public Class,org.apache.nutch.parse.OutlinkExtractor,2.0,2.0,3.0,1.0,44.0,3.0,12.0,29.0,1.0,1.0,0.0,,2.0,2.0,2.0,0.0,4.0,4.0,2.0,0.0,4.0,4.0,0.0,2.0,0.0,2.0,226,19,54,18,34,153,24,36,16,8.0,8.0,9.0,4.0,1.0,4,0.0,0.0,2.83,11,11,12,7,False
nutch,Class,org.apache.nutch.parse.ParseCallable,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,3.0,0.0,,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,29,2,11,6,3,16,5,8,5,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.45,2,2,2,2,False
nutch,Public Class,org.apache.nutch.parse.ParseData,1.0,1.0,1.0,1.0,9.0,1.0,7.0,1.0,1.0,4.0,0.0,,2.0,2.0,15.0,6.0,17.0,17.0,15.0,6.0,17.0,17.0,0.0,0.0,0.0,17.0,224,41,137,46,95,53,89,119,47,6.0,6.0,6.0,1.0,2.0,2,62.0,50.0,0.39,28,28,32,17,False
nutch,Public Class,org.apache.nutch.parse.ParseException,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,,0.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,35,5,14,5,4,16,4,9,5,1.0,1.0,1.0,1.0,2.0,0,0.0,0.0,1.14,4,4,4,4,False
nutch,Public Class,org.apache.nutch.parse.ParseImpl,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,3.0,2.0,0.0,,1.0,0.0,10.0,3.0,11.0,11.0,10.0,3.0,11.0,11.0,0.0,0.0,0.0,11.0,72,13,40,16,20,19,23,35,16,1.0,1.0,1.0,1.0,1.0,0,63.0,27.0,0.47,11,11,11,11,False
nutch,Public Class,org.apache.nutch.parse.ParseOutputFormat,3.0,3.0,3.0,1.0,105.0,10.0,91.0,6.0,2.0,6.0,0.0,,0.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,259,29,206,61,153,28,105,147,60,4.0,4.0,5.0,1.0,1.0,1,50.0,50.0,0.14,6,6,7,2,False
nutch,Private Static Class,org.apache.nutch.parse.ParseOutputFormat.SimpleEntry,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,1.0,0.0,,0.0,0.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,0.0,0.0,0.0,4.0,22,4,18,7,6,0,8,13,7,1.0,1.0,1.0,1.0,1.0,0,37.0,37.0,0.0,4,4,4,4,False
nutch,Anonymous Class,org.apache.nutch.parse.ParseOutputFormat.getRecordWriter.(Anon_1),14.0,14.0,17.0,4.0,79.0,4.0,71.0,6.0,1.0,18.0,0.0,,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,162,11,143,28,117,12,72,103,32,28.0,28.0,34.0,7.0,2.0,4,0.0,0.0,0.08,29,29,35,8,False
nutch,Class,org.apache.nutch.parse.ParsePluginList,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,,0.0,0.0,6.0,2.0,6.0,6.0,6.0,2.0,6.0,6.0,6.0,0.0,0.0,0.0,64,10,24,9,10,30,9,16,9,1.0,1.0,1.0,1.0,1.0,0,41.0,41.0,1.25,6,6,6,6,False
nutch,Class,org.apache.nutch.parse.ParsePluginsReader,5.0,5.0,6.0,1.0,34.0,4.0,23.0,6.0,1.0,2.0,0.0,,1.0,2.0,5.0,1.0,6.0,6.0,5.0,1.0,6.0,6.0,0.0,1.0,0.0,5.0,250,40,143,41,105,67,76,111,47,13.0,13.0,14.0,4.0,1.0,4,50.0,33.0,0.47,32,32,40,9,False
nutch,Public Class,org.apache.nutch.parse.ParseResult,1.0,1.0,1.0,1.0,9.0,0.0,4.0,4.0,2.0,4.0,0.0,,1.0,1.0,10.0,2.0,11.0,11.0,10.0,2.0,11.0,11.0,0.0,0.0,0.0,11.0,144,13,53,18,23,78,25,39,20,3.0,3.0,3.0,3.0,1.0,2,63.0,40.0,1.47,15,15,15,13,False
nutch,Public Class,org.apache.nutch.parse.ParseSegment,2.0,2.0,2.0,1.0,13.0,1.0,11.0,0.0,4.0,21.0,0.0,,1.0,1.0,8.0,2.0,9.0,9.0,8.0,2.0,9.0,9.0,0.0,0.0,0.0,9.0,156,28,108,34,70,21,58,78,27,8.0,8.0,8.0,3.0,2.0,3,83.0,83.0,0.19,18,18,18,11,False
nutch,Public Class,org.apache.nutch.parse.ParseStatus,1.0,1.0,2.0,1.0,6.0,0.0,5.0,0.0,2.0,3.0,0.0,,1.0,14.0,24.0,3.0,25.0,25.0,24.0,3.0,25.0,25.0,0.0,0.0,0.0,25.0,256,44,175,58,103,37,87,136,57,10.0,10.0,12.0,10.0,1.0,4,68.0,60.0,0.21,44,43,50,34,False
nutch,Private Static Class,org.apache.nutch.parse.ParseStatus.EmptyParseImpl,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,4.0,0.0,,0.0,0.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,4.0,21,5,16,6,6,0,5,10,6,1.0,1.0,1.0,1.0,1.0,0,50.0,50.0,0.0,4,4,4,4,False
nutch,Public Class,org.apache.nutch.parse.ParseText,1.0,1.0,1.0,1.0,7.0,0.0,6.0,0.0,2.0,1.0,0.0,,2.0,2.0,7.0,1.0,9.0,9.0,7.0,1.0,9.0,9.0,0.0,0.0,0.0,9.0,102,16,67,28,45,19,38,52,27,3.0,2.0,3.0,1.0,1.0,1,33.0,22.0,0.28,13,12,13,9,False
nutch,Public Class,org.apache.nutch.parse.ParseUtil,4.0,4.0,5.0,1.0,30.0,1.0,20.0,8.0,1.0,8.0,0.0,,0.0,1.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,0.0,1.0,0.0,3.0,158,12,86,17,64,60,41,59,17,9.0,9.0,10.0,3.0,1.0,2,12.0,12.0,0.7,19,19,21,6,False
nutch,Public Class,org.apache.nutch.parse.ParserChecker,3.0,3.0,3.0,1.0,17.0,2.0,14.0,0.0,2.0,10.0,0.0,,1.0,1.0,4.0,1.0,5.0,5.0,4.0,1.0,5.0,5.0,0.0,0.0,0.0,5.0,121,20,80,23,56,21,42,61,21,13.0,13.0,13.0,3.0,1.0,2,40.0,40.0,0.26,17,17,17,7,False
nutch,Public Class,org.apache.nutch.parse.ParserFactory,4.0,4.0,4.0,1.0,31.0,2.0,18.0,10.0,1.0,12.0,0.0,,0.0,2.0,11.0,4.0,11.0,11.0,11.0,4.0,11.0,11.0,0.0,7.0,1.0,3.0,391,47,208,43,142,136,88,137,44,16.0,16.0,17.0,3.0,1.0,5,75.0,61.0,0.65,48,48,52,17,False
nutch,Public Class,org.apache.nutch.parse.ParserNotFound,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,,0.0,1.0,5.0,2.0,5.0,9.0,5.0,2.0,5.0,9.0,0.0,0.0,0.0,5.0,40,5,19,9,9,16,10,16,9,1.0,1.0,1.0,1.0,3.0,0,60.0,40.0,0.84,5,5,5,5,False
nutch,Public Class,org.apache.nutch.parse.TestOutlinkExtractor,1.0,1.0,1.0,1.0,10.0,1.0,9.0,4.0,1.0,3.0,0.0,,0.0,1.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,71,8,40,13,30,39,22,27,10,1.0,1.0,1.0,1.0,2.0,0,0.0,0.0,0.97,4,4,4,4,False
nutch,Public Class,org.apache.nutch.parse.TestParseData,1.0,1.0,1.0,1.0,10.0,1.0,8.0,1.0,1.0,6.0,0.0,,0.0,0.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,54,9,28,14,20,20,16,21,13,2.0,2.0,2.0,1.0,2.0,1,100.0,100.0,0.71,4,4,4,3,False
nutch,Public Class,org.apache.nutch.parse.TestParseText,1.0,1.0,1.0,1.0,4.0,1.0,3.0,0.0,1.0,2.0,0.0,,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,30,5,8,5,4,17,4,7,5,1.0,1.0,1.0,1.0,2.0,0,0.0,0.0,2.13,2,2,2,2,False
nutch,Public Class,org.apache.nutch.parse.TestParserFactory,1.0,1.0,1.0,1.0,14.0,1.0,12.0,3.0,1.0,5.0,0.0,,0.0,0.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,0.0,0.0,1.0,3.0,91,12,52,11,42,34,36,41,11,1.0,1.0,1.0,1.0,2.0,0,50.0,50.0,0.65,4,4,4,4,False
nutch,Public Class,org.apache.nutch.parse.ext.ExtParser,4.0,4.0,5.0,3.0,27.0,7.0,19.0,1.0,2.0,15.0,0.0,,0.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0,4.0,150,38,87,30,72,27,52,70,29,8.0,8.0,10.0,5.0,1.0,2,66.0,58.0,0.31,17,17,21,12,False
nutch,Public Class,org.apache.nutch.parse.ext.TestExtParser,2.0,2.0,2.0,1.0,15.0,1.0,10.0,3.0,1.0,11.0,0.0,,0.0,0.0,4.0,6.0,4.0,4.0,4.0,6.0,4.0,4.0,0.0,0.0,2.0,2.0,103,12,51,17,37,40,35,44,18,3.0,3.0,3.0,1.0,2.0,2,62.0,62.0,0.78,8,8,8,4,False
nutch,Public Class,org.apache.nutch.parse.feed.FeedParser,4.0,4.0,4.0,1.0,30.0,3.0,21.0,5.0,2.0,17.0,0.0,,2.0,3.0,7.0,5.0,9.0,9.0,7.0,5.0,9.0,9.0,0.0,5.0,0.0,4.0,330,46,204,65,155,81,113,156,68,13.0,13.0,13.0,3.0,1.0,3,68.0,55.0,0.4,40,40,41,11,False
nutch,Public Class,org.apache.nutch.parse.feed.TestFeedParser,4.0,4.0,5.0,1.0,34.0,4.0,19.0,11.0,1.0,10.0,0.0,,0.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,109,17,45,15,30,49,28,36,16,7.0,7.0,9.0,1.0,2.0,3,50.0,50.0,1.09,8,8,10,2,False
nutch,Public Class,org.apache.nutch.parse.html.DOMBuilder,1.0,1.0,2.0,1.0,21.0,1.0,7.0,13.0,3.0,1.0,0.0,,0.0,0.0,30.0,5.0,30.0,30.0,30.0,5.0,30.0,30.0,0.0,1.0,1.0,28.0,699,80,220,60,95,405,70,124,52,8.0,8.0,9.0,3.0,1.0,4,79.0,66.0,1.84,56,56,68,32,False
nutch,Public Class,org.apache.nutch.parse.html.DOMContentUtils,6.0,6.0,8.0,3.0,32.0,3.0,23.0,5.0,1.0,4.0,0.0,,0.0,0.0,10.0,2.0,10.0,10.0,10.0,2.0,10.0,10.0,0.0,3.0,0.0,7.0,385,51,251,69,174,85,116,186,68,23.0,23.0,29.0,9.0,1.0,11,85.0,75.0,0.34,67,67,88,38,False
nutch,Public Static Class,org.apache.nutch.parse.html.DOMContentUtils.LinkParams,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,,0.0,0.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,15,2,13,6,4,0,7,10,6,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,2,2,2,2,False
nutch,Public Class,org.apache.nutch.parse.html.HTMLMetaProcessor,19.0,19.0,20.0,2.0,88.0,10.0,68.0,12.0,1.0,1.0,0.0,,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,205,24,138,28,101,47,63,101,27,38.0,38.0,39.0,3.0,1.0,9,0.0,0.0,0.34,39,39,40,4,False
nutch,Public Class,org.apache.nutch.parse.html.HtmlParser,4.0,4.0,4.0,2.0,27.0,2.0,22.0,4.0,2.0,17.0,0.0,,2.0,4.0,6.0,6.0,8.0,8.0,6.0,6.0,8.0,8.0,0.0,4.0,0.0,4.0,272,33,193,65,153,59,120,151,59,18.0,18.0,18.0,6.0,1.0,3,75.0,56.0,0.31,35,35,35,16,False
nutch,Public Class,org.apache.nutch.parse.html.TestDOMContentUtils,3.0,3.0,3.0,1.0,21.0,0.0,20.0,3.0,1.0,3.0,0.0,,5.0,10.0,4.0,0.0,9.0,9.0,4.0,0.0,9.0,9.0,0.0,5.0,0.0,4.0,404,25,344,87,285,82,66,94,37,5.0,5.0,5.0,5.0,2.0,2,77.0,61.0,0.24,27,27,27,13,False
nutch,Public Class,org.apache.nutch.parse.html.TestRobotsMetaProcessor,2.0,2.0,4.0,1.0,27.0,3.0,24.0,5.0,1.0,2.0,0.0,,0.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,167,27,115,30,100,47,20,25,11,4.0,4.0,7.0,1.0,2.0,2,50.0,50.0,0.41,5,5,8,2,False
nutch,Public Class,org.apache.nutch.parse.html.XMLCharacterRecognizer,2.0,2.0,3.0,2.0,18.0,2.0,9.0,7.0,1.0,0.0,0.0,,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,86,14,40,8,17,32,16,28,11,4.0,4.0,4.0,4.0,1.0,3,0.0,0.0,0.8,11,11,14,11,False
nutch,Public Class,org.apache.nutch.parse.js.JSParseFilter,5.0,5.0,6.0,2.0,28.0,1.0,23.0,3.0,3.0,10.0,0.0,,1.0,4.0,6.0,1.0,7.0,7.0,6.0,1.0,7.0,7.0,0.0,2.0,0.0,5.0,226,22,172,64,130,33,104,144,63,14.0,14.0,17.0,6.0,1.0,5,71.0,42.0,0.19,39,39,45,15,False
nutch,Class,org.apache.nutch.parse.swf.ExtractText,1.0,1.0,1.0,1.0,7.0,0.0,5.0,1.0,1.0,2.0,0.0,,0.0,0.0,14.0,6.0,14.0,14.0,14.0,6.0,14.0,14.0,0.0,0.0,0.0,14.0,212,32,118,46,63,64,59,91,44,3.0,3.0,3.0,1.0,2.0,2,83.0,82.0,0.54,21,21,21,14,False
nutch,Public Class,org.apache.nutch.parse.swf.ExtractText.TextDumper,1.0,1.0,1.0,1.0,6.0,0.0,5.0,1.0,2.0,1.0,0.0,,0.0,0.0,6.0,2.0,6.0,6.0,6.0,2.0,6.0,6.0,0.0,0.0,0.0,6.0,57,10,35,12,18,14,16,27,13,4.0,4.0,4.0,1.0,1.0,2,75.0,75.0,0.4,10,10,10,6,False
nutch,Class,org.apache.nutch.parse.swf.NutchSWFActions,1.0,1.0,1.0,1.0,5.0,0.0,4.0,1.0,2.0,1.0,0.0,,0.0,0.0,47.0,4.0,47.0,47.0,47.0,4.0,47.0,47.0,0.0,0.0,0.0,47.0,328,51,218,55,114,59,112,169,58,3.0,3.0,4.0,1.0,2.0,2,67.0,67.0,0.27,56,56,60,47,False
nutch,Public Class,org.apache.nutch.parse.swf.SWFParser,2.0,2.0,2.0,1.0,15.0,1.0,11.0,2.0,2.0,14.0,0.0,,1.0,1.0,4.0,1.0,5.0,5.0,4.0,1.0,5.0,5.0,0.0,0.0,0.0,5.0,109,15,63,28,48,32,41,54,28,8.0,8.0,10.0,3.0,1.0,3,40.0,19.0,0.51,12,12,14,7,False
nutch,Class,org.apache.nutch.parse.swf.SmallStack,1.0,1.0,1.0,1.0,6.0,0.0,5.0,0.0,1.0,0.0,0.0,,0.0,0.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,3.0,27,5,20,7,10,2,9,15,7,2.0,2.0,2.0,1.0,2.0,1,33.0,33.0,0.1,5,5,5,3,False
nutch,Public Class,org.apache.nutch.parse.swf.TestSWFParser,2.0,2.0,2.0,1.0,10.0,1.0,9.0,0.0,1.0,11.0,0.0,,0.0,0.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,0.0,0.0,2.0,2.0,77,11,43,21,27,23,30,39,23,4.0,4.0,4.0,1.0,2.0,3,60.0,60.0,0.53,8,8,8,4,False
nutch,Class,org.apache.nutch.parse.tika.DOMBuilder,1.0,1.0,2.0,1.0,21.0,1.0,7.0,13.0,3.0,1.0,0.0,,0.0,0.0,30.0,5.0,30.0,30.0,30.0,5.0,30.0,30.0,6.0,1.0,1.0,22.0,699,80,220,60,95,405,70,124,52,8.0,8.0,9.0,3.0,1.0,4,79.0,66.0,1.84,56,56,68,32,False
nutch,Class,org.apache.nutch.parse.tika.DOMContentUtils,5.0,5.0,7.0,3.0,29.0,3.0,20.0,5.0,1.0,4.0,0.0,,0.0,0.0,10.0,2.0,10.0,10.0,10.0,2.0,10.0,10.0,5.0,5.0,0.0,0.0,356,50,225,63,155,83,106,166,62,13.0,13.0,22.0,9.0,1.0,6,85.0,75.0,0.37,57,57,76,38,False
nutch,Private Static Class,org.apache.nutch.parse.tika.DOMContentUtils.LinkParams,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,,0.0,0.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,15,2,13,6,4,0,7,10,6,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,2,2,2,2,False
nutch,Class,org.apache.nutch.parse.tika.HTMLMetaProcessor,19.0,19.0,20.0,2.0,88.0,10.0,68.0,12.0,1.0,1.0,0.0,,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,205,24,138,28,101,47,63,101,27,38.0,38.0,39.0,3.0,1.0,9,0.0,0.0,0.34,39,39,40,4,False
nutch,Public Class,org.apache.nutch.parse.tika.TikaConfig,2.0,2.0,2.0,1.0,9.0,0.0,7.0,1.0,1.0,0.0,0.0,,4.0,0.0,14.0,2.0,18.0,18.0,14.0,2.0,18.0,18.0,0.0,3.0,0.0,15.0,204,23,143,44,83,38,57,94,41,10.0,10.0,11.0,3.0,1.0,4,80.0,63.0,0.27,37,37,39,24,False
nutch,Public Class,org.apache.nutch.parse.tika.TikaParser,8.0,8.0,8.0,2.0,53.0,6.0,42.0,6.0,2.0,15.0,0.0,,0.0,1.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,0.0,0.0,0.0,3.0,177,24,135,42,105,24,72,98,39,18.0,18.0,18.0,6.0,1.0,3,33.0,26.0,0.18,24,24,24,8,False
