project,Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClassMethod,CountDeclClassVariable,CountDeclMethod,CountDeclMethodAll,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,is_cdsbp
qpid,Anonymous Class,org.apache.qpid.server.configuration.BridgeConfigType.(Anon_5),1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1,1,1,1,False
qpid,Anonymous Class,org.apache.qpid.server.configuration.BridgeConfigType.(Anon_6),1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1,1,1,1,False
qpid,Anonymous Class,org.apache.qpid.server.configuration.BridgeConfigType.(Anon_7),1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1,1,1,1,False
qpid,Anonymous Class,org.apache.qpid.server.configuration.BridgeConfigType.(Anon_8),1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1,1,1,1,False
qpid,Anonymous Class,org.apache.qpid.server.configuration.BridgeConfigType.(Anon_9),1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1,1,1,1,False
qpid,Private Static Abstract Generic Class,org.apache.qpid.server.configuration.BridgeConfigType.BridgeReadOnlyProperty,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,2.0,1.0,12.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,8.0,2.0,2.0,0.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1,1,1,1,False
qpid,Private Static Abstract Generic Class,org.apache.qpid.server.configuration.BridgeConfigType.BridgeReadWriteProperty,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,8.0,2.0,2.0,0.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1,1,1,1,False
qpid,Public Class,org.apache.qpid.server.configuration.BrokerConfigType,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,11.0,3.0,4.0,2.0,0.0,0.0,1.0,0.0,2.0,113.0,16.0,97.0,29.0,35.0,0.0,26.0,44.0,29.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3,3,3,3,False
qpid,Anonymous Class,org.apache.qpid.server.configuration.BrokerConfigType.(Anon_1),1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1,1,1,1,False
qpid,Anonymous Class,org.apache.qpid.server.configuration.BrokerConfigType.(Anon_2),1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1,1,1,1,False
qpid,Anonymous Class,org.apache.qpid.server.configuration.BrokerConfigType.(Anon_3),1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1,1,1,1,False
