project,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,is_gc
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.parser.diagnose.DiagnoseParser.RepairCandidate,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,9.0,1.0,8.0,4.0,2.0,0.0,4.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,1,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.parser.diagnose.DiagnoseParser.SecondaryRepairInfo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,9.0,8.0,0.0,0.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.parser.diagnose.DiagnoseParser.StateInfo,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,9.0,1.0,8.0,4.0,2.0,0.0,4.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,1,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.parser.diagnose.LexStream,2.0,2.0,2.0,1.0,11.0,0.0,10.0,0.0,2.0,6.0,0.0,,0.0,2.0,19.0,11.0,19.0,19.0,19.0,11.0,19.0,19.0,0.0,1.0,0.0,18.0,295.0,44.0,237.0,69.0,159.0,15.0,145.0,189.0,69.0,9.0,9.0,12.0,5.0,1.0,6.0,84.0,43.0,0.06,44,44,50,26,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.parser.diagnose.LexStream.Token,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,17.0,2.0,15.0,10.0,4.0,0.0,10.0,12.0,9.0,1.0,1.0,1.0,1.0,1.0,0.0,16.0,16.0,0.0,1,1,1,1,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.parser.diagnose.RangeUtil,4.0,4.0,5.0,1.0,15.0,0.0,14.0,0.0,1.0,8.0,0.0,,4.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,3.0,173.0,21.0,135.0,36.0,89.0,17.0,75.0,105.0,39.0,12.0,12.0,14.0,1.0,1.0,5.0,0.0,0.0,0.13,16,16,22,4,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.parser.diagnose.RangeUtil.RangeResult,2.0,2.0,2.0,1.0,12.0,1.0,11.0,0.0,1.0,1.0,0.0,,0.0,1.0,6.0,4.0,6.0,6.0,6.0,4.0,6.0,6.0,4.0,2.0,0.0,0.0,86.0,12.0,74.0,19.0,49.0,0.0,45.0,59.0,19.0,7.0,7.0,7.0,1.0,1.0,2.0,50.0,33.0,0.0,14,14,14,6,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.problem.AbortCompilation,2.0,2.0,2.0,1.0,7.0,0.0,7.0,0.0,1.0,6.0,1.0,,0.0,1.0,8.0,5.0,8.0,8.0,8.0,5.0,8.0,8.0,0.0,0.0,0.0,8.0,89.0,9.0,65.0,21.0,39.0,16.0,40.0,57.0,20.0,7.0,7.0,7.0,3.0,2.0,1.0,65.0,65.0,0.25,19,19,21,12,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.problem.AbortCompilationUnit,1.0,1.0,1.0,1.0,5.0,0.0,3.0,1.0,1.0,2.0,1.0,,0.0,1.0,2.0,1.0,2.0,10.0,2.0,1.0,2.0,10.0,0.0,0.0,0.0,2.0,31.0,4.0,11.0,5.0,4.0,17.0,5.0,8.0,5.0,1.0,1.0,1.0,1.0,3.0,0.0,50.0,50.0,1.55,2,2,2,2,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.problem.AbortMethod,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,2.0,0.0,,0.0,1.0,1.0,0.0,1.0,12.0,1.0,0.0,1.0,12.0,0.0,0.0,0.0,1.0,21.0,2.0,6.0,3.0,2.0,14.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,2.33,1,1,1,1,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.problem.AbortType,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,2.0,1.0,,0.0,1.0,1.0,0.0,1.0,11.0,1.0,0.0,1.0,11.0,0.0,0.0,0.0,1.0,21.0,2.0,6.0,3.0,2.0,14.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,2.33,1,1,1,1,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.problem.DefaultProblem,2.0,1.0,2.0,1.0,9.0,0.0,7.0,2.0,1.0,4.0,0.0,,0.0,3.0,22.0,9.0,22.0,27.0,22.0,9.0,22.0,27.0,0.0,0.0,0.0,22.0,276.0,30.0,187.0,67.0,99.0,81.0,88.0,123.0,45.0,18.0,13.0,19.0,6.0,2.0,3.0,83.0,82.0,0.43,55,39,62,27,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.problem.DefaultProblemFactory,2.0,2.0,2.0,1.0,18.0,0.0,14.0,4.0,2.0,6.0,3.0,,2.0,4.0,9.0,2.0,11.0,11.0,9.0,2.0,11.0,11.0,0.0,1.0,0.0,10.0,232.0,9.0,168.0,55.0,102.0,69.0,56.0,85.0,31.0,13.0,13.0,13.0,11.0,1.0,4.0,84.0,54.0,0.41,30,30,30,21,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.problem.ProblemHandler,3.0,3.0,4.0,2.0,20.0,1.0,17.0,2.0,1.0,13.0,1.0,,0.0,1.0,10.0,5.0,10.0,10.0,10.0,5.0,10.0,10.0,0.0,0.0,0.0,10.0,245.0,14.0,184.0,67.0,107.0,55.0,48.0,78.0,29.0,22.0,21.0,30.0,16.0,1.0,4.0,74.0,64.0,0.3,33,32,41,25,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.problem.ProblemReporter,3.0,2.0,3.0,1.0,16.0,0.0,15.0,0.0,1.0,128.0,2.0,,3.0,3.0,657.0,3.0,660.0,670.0,657.0,3.0,660.0,670.0,2.0,39.0,1.0,618.0,10980.0,299.0,10374.0,1758.0,8457.0,494.0,2791.0,4122.0,1576.0,278.0,32.0,278.0,24.0,2.0,6.0,98.0,63.0,0.05,2024,1455,2149,1046,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.problem.ShouldNotImplement,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,19.0,0.0,6.0,3.0,2.0,14.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.33,1,1,1,1,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.util.CompoundNameVector,2.0,2.0,2.0,1.0,6.0,0.0,6.0,0.0,1.0,1.0,0.0,,0.0,1.0,8.0,3.0,8.0,8.0,8.0,3.0,8.0,8.0,0.0,0.0,0.0,8.0,71.0,1.0,55.0,15.0,30.0,18.0,33.0,47.0,18.0,3.0,3.0,3.0,3.0,1.0,2.0,40.0,40.0,0.33,16,16,16,12,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.util.FloatUtil,24.0,12.0,25.0,5.0,123.0,4.0,84.0,34.0,1.0,0.0,0.0,,3.0,14.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,2.0,422.0,31.0,271.0,51.0,232.0,122.0,143.0,180.0,49.0,71.0,34.0,73.0,15.0,1.0,3.0,0.0,0.0,0.45,73,36,75,17,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.util.GenericXMLWriter,2.0,2.0,2.0,1.0,10.0,0.0,10.0,1.0,1.0,0.0,1.0,,3.0,1.0,7.0,2.0,10.0,10.0,7.0,2.0,10.0,10.0,0.0,4.0,0.0,6.0,125.0,1.0,105.0,20.0,70.0,30.0,56.0,81.0,24.0,7.0,7.0,8.0,1.0,2.0,1.0,60.0,44.0,0.29,27,23,28,10,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.util.GenericXMLWriter.printTag.(Anon_1),1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,7.0,2.0,6.0,0.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1,1,1,1,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.util.HashSetOfInt,2.0,2.0,2.0,1.0,10.0,0.0,10.0,0.0,2.0,0.0,0.0,,0.0,0.0,9.0,3.0,9.0,9.0,9.0,3.0,9.0,9.0,0.0,1.0,0.0,8.0,132.0,17.0,97.0,32.0,59.0,21.0,55.0,80.0,32.0,5.0,5.0,5.0,3.0,1.0,3.0,37.0,22.0,0.22,25,25,25,15,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.util.HashtableOfInt,2.0,2.0,2.0,1.0,9.0,0.0,8.0,0.0,1.0,0.0,0.0,,0.0,0.0,8.0,4.0,8.0,8.0,8.0,4.0,8.0,8.0,0.0,1.0,0.0,7.0,99.0,3.0,78.0,25.0,44.0,23.0,44.0,67.0,26.0,5.0,5.0,5.0,3.0,1.0,2.0,43.0,31.0,0.29,23,23,23,14,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.util.HashtableOfIntValues,2.0,2.0,3.0,1.0,11.0,0.0,11.0,0.0,2.0,1.0,0.0,,0.0,1.0,10.0,4.0,10.0,10.0,10.0,4.0,10.0,10.0,0.0,1.0,0.0,9.0,157.0,19.0,120.0,42.0,77.0,23.0,69.0,97.0,38.0,5.0,5.0,6.0,3.0,1.0,2.0,37.0,25.0,0.19,28,28,32,18,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.util.HashtableOfInteger,2.0,2.0,2.0,1.0,12.0,0.0,11.0,1.0,1.0,0.0,0.0,,0.0,0.0,12.0,4.0,12.0,12.0,12.0,4.0,12.0,12.0,0.0,1.0,0.0,11.0,190.0,21.0,141.0,46.0,90.0,33.0,79.0,112.0,42.0,5.0,5.0,5.0,3.0,1.0,2.0,33.0,22.0,0.23,34,34,34,20,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.util.HashtableOfLong,2.0,2.0,2.0,1.0,9.0,0.0,9.0,0.0,1.0,0.0,0.0,,0.0,0.0,8.0,4.0,8.0,8.0,8.0,4.0,8.0,8.0,0.0,1.0,0.0,7.0,102.0,3.0,81.0,28.0,47.0,23.0,44.0,67.0,26.0,5.0,5.0,5.0,3.0,1.0,2.0,43.0,31.0,0.28,23,23,23,14,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.util.HashtableOfModule,2.0,2.0,3.0,1.0,10.0,0.0,9.0,0.0,1.0,2.0,0.0,,0.0,0.0,8.0,4.0,8.0,8.0,8.0,4.0,8.0,8.0,0.0,1.0,0.0,7.0,105.0,3.0,86.0,31.0,52.0,22.0,47.0,70.0,29.0,5.0,5.0,6.0,3.0,1.0,2.0,46.0,34.0,0.26,23,23,26,14,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.util.HashtableOfObject,2.0,2.0,3.0,1.0,12.0,0.0,11.0,1.0,2.0,1.0,0.0,,0.0,0.0,12.0,4.0,12.0,12.0,12.0,4.0,12.0,12.0,0.0,1.0,0.0,11.0,189.0,21.0,140.0,45.0,89.0,33.0,78.0,111.0,41.0,5.0,5.0,6.0,3.0,1.0,2.0,33.0,22.0,0.24,34,34,38,20,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.util.HashtableOfObjectToInt,2.0,2.0,2.0,1.0,10.0,0.0,10.0,0.0,2.0,0.0,0.0,,0.0,0.0,11.0,4.0,11.0,11.0,11.0,4.0,11.0,11.0,0.0,1.0,0.0,10.0,158.0,19.0,121.0,39.0,75.0,23.0,67.0,98.0,36.0,5.0,5.0,5.0,3.0,1.0,2.0,40.0,29.0,0.19,31,31,31,19,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.util.HashtableOfObjectToIntArray,3.0,3.0,3.0,1.0,12.0,0.0,11.0,0.0,2.0,0.0,0.0,,0.0,0.0,11.0,4.0,11.0,11.0,11.0,4.0,11.0,11.0,0.0,1.0,0.0,10.0,171.0,19.0,134.0,40.0,83.0,23.0,74.0,108.0,38.0,6.0,6.0,6.0,3.0,1.0,5.0,40.0,29.0,0.17,34,34,34,19,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.util.HashtableOfPackage,2.0,2.0,3.0,1.0,10.0,0.0,9.0,0.0,1.0,2.0,0.0,,0.0,0.0,8.0,4.0,8.0,8.0,8.0,4.0,8.0,8.0,0.0,1.0,0.0,7.0,104.0,3.0,86.0,31.0,52.0,21.0,47.0,70.0,29.0,5.0,5.0,6.0,3.0,1.0,2.0,46.0,34.0,0.24,23,23,26,14,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.util.HashtableOfType,3.0,3.0,3.0,1.0,11.0,0.0,11.0,0.0,1.0,2.0,0.0,,0.0,0.0,9.0,4.0,9.0,9.0,9.0,4.0,9.0,9.0,0.0,1.0,0.0,8.0,129.0,4.0,108.0,37.0,68.0,22.0,59.0,87.0,34.0,5.0,5.0,6.0,3.0,1.0,2.0,41.0,30.0,0.2,29,29,33,17,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.util.JRTUtil,1.0,1.0,1.0,1.0,7.0,0.0,5.0,2.0,1.0,5.0,0.0,,13.0,16.0,0.0,0.0,13.0,13.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,13.0,178.0,16.0,112.0,47.0,57.0,58.0,49.0,78.0,43.0,6.0,6.0,6.0,1.0,1.0,2.0,96.0,86.0,0.52,21,21,22,13,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.util.JRTUtil.AbstractFileVisitor,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,0.0,3.0,,0.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,21.0,3.0,18.0,9.0,4.0,0.0,4.0,9.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4,4,4,4,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.util.JrtFileSystem,3.0,3.0,4.0,2.0,17.0,0.0,16.0,1.0,1.0,7.0,1.0,,1.0,0.0,14.0,5.0,15.0,15.0,14.0,5.0,15.0,15.0,6.0,2.0,0.0,7.0,280.0,10.0,253.0,54.0,186.0,22.0,116.0,185.0,62.0,8.0,8.0,10.0,8.0,1.0,3.0,77.0,53.0,0.09,56,56,64,39,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.util.JrtFileSystem.walkJrtForModules.(for_loop_6).(for_loop_7).(Anon_2),1.0,1.0,1.0,1.0,6.0,0.0,5.0,1.0,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,8.0,0.0,7.0,1.0,6.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.14,1,1,1,1,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.util.JrtFileSystem.walkModuleImage.(Anon_3),4.0,4.0,5.0,3.0,14.0,0.0,13.0,1.0,1.0,3.0,0.0,,0.0,0.0,2.0,0.0,2.0,6.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,2.0,33.0,1.0,29.0,3.0,23.0,3.0,11.0,19.0,5.0,6.0,6.0,8.0,5.0,2.0,2.0,0.0,0.0,0.1,9,9,11,6,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.util.JrtFileSystemWithOlderRelease,3.0,3.0,4.0,2.0,27.0,0.0,22.0,5.0,1.0,2.0,0.0,,0.0,0.0,4.0,4.0,4.0,19.0,4.0,4.0,4.0,19.0,4.0,0.0,0.0,0.0,119.0,3.0,99.0,20.0,67.0,22.0,37.0,63.0,22.0,10.0,10.0,11.0,8.0,2.0,4.0,68.0,56.0,0.22,15,15,17,11,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.util.JrtFileSystemWithOlderRelease.walkModuleImage.(for_loop_2).(Anon_1),4.0,4.0,5.0,3.0,16.0,0.0,15.0,1.0,1.0,4.0,0.0,,0.0,0.0,2.0,0.0,2.0,6.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,2.0,37.0,1.0,33.0,2.0,25.0,3.0,10.0,18.0,4.0,6.0,6.0,8.0,5.0,2.0,2.0,0.0,0.0,0.09,9,9,11,6,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.util.ManifestAnalyzer,8.0,5.0,8.0,5.0,31.0,0.0,26.0,5.0,1.0,1.0,0.0,,0.0,8.0,5.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,0.0,1.0,0.0,4.0,192.0,5.0,146.0,22.0,113.0,43.0,70.0,98.0,15.0,34.0,22.0,34.0,21.0,1.0,3.0,50.0,30.0,0.29,40,28,41,25,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.util.Messages,2.0,2.0,2.0,1.0,15.0,0.0,9.0,5.0,1.0,1.0,0.0,,7.0,40.0,1.0,0.0,8.0,8.0,1.0,0.0,8.0,8.0,0.0,2.0,0.0,6.0,234.0,16.0,150.0,74.0,71.0,71.0,94.0,122.0,75.0,6.0,6.0,6.0,4.0,1.0,3.0,99.0,99.0,0.47,22,22,22,15,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.util.Messages.MessagesProperties,3.0,3.0,3.0,2.0,15.0,0.0,12.0,3.0,1.0,0.0,0.0,,0.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,42.0,4.0,31.0,10.0,19.0,7.0,15.0,23.0,10.0,5.0,5.0,5.0,4.0,2.0,2.0,0.0,0.0,0.23,7,7,7,5,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.util.ObjectVector,1.0,1.0,1.0,1.0,7.0,0.0,5.0,0.0,2.0,0.0,0.0,,0.0,1.0,16.0,3.0,16.0,16.0,16.0,3.0,16.0,16.0,0.0,0.0,0.0,16.0,152.0,31.0,100.0,24.0,56.0,26.0,53.0,80.0,31.0,3.0,3.0,3.0,3.0,1.0,2.0,53.0,45.0,0.26,30,30,30,24,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.util.ObjectVector.iterator.(Anon_1),1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,10.0,0.0,10.0,0.0,8.0,0.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2,2,2,2,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.util.SimpleLookupTable,3.0,3.0,3.0,2.0,10.0,0.0,10.0,0.0,2.0,0.0,0.0,,0.0,0.0,12.0,4.0,12.0,12.0,12.0,4.0,12.0,12.0,0.0,1.0,0.0,11.0,170.0,17.0,133.0,44.0,86.0,27.0,87.0,128.0,46.0,6.0,6.0,8.0,4.0,1.0,3.0,37.0,25.0,0.2,43,43,46,25,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.util.SimpleNameVector,1.0,1.0,1.0,1.0,6.0,0.0,5.0,0.0,1.0,1.0,0.0,,0.0,1.0,10.0,3.0,10.0,10.0,10.0,3.0,10.0,10.0,0.0,0.0,0.0,10.0,96.0,20.0,61.0,17.0,32.0,18.0,35.0,51.0,20.0,3.0,3.0,3.0,3.0,1.0,2.0,44.0,44.0,0.3,18,18,18,14,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.util.SimpleSet,3.0,3.0,3.0,1.0,9.0,0.0,9.0,0.0,2.0,0.0,0.0,,0.0,0.0,11.0,3.0,11.0,11.0,11.0,3.0,11.0,11.0,0.0,1.0,0.0,10.0,144.0,16.0,107.0,37.0,67.0,28.0,70.0,104.0,39.0,6.0,6.0,6.0,3.0,1.0,3.0,30.0,18.0,0.26,36,36,37,19,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.util.SimpleSetOfCharArray,3.0,3.0,3.0,1.0,9.0,0.0,9.0,0.0,2.0,1.0,0.0,,0.0,0.0,11.0,3.0,11.0,11.0,11.0,3.0,11.0,11.0,0.0,1.0,0.0,10.0,144.0,16.0,107.0,37.0,67.0,27.0,70.0,104.0,39.0,6.0,6.0,6.0,3.0,1.0,3.0,30.0,18.0,0.25,36,36,37,19,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.util.Sorting,3.0,3.0,4.0,1.0,14.0,1.0,12.0,1.0,1.0,5.0,0.0,,6.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,6.0,6.0,0.0,2.0,0.0,4.0,113.0,9.0,75.0,21.0,53.0,29.0,47.0,72.0,25.0,6.0,6.0,8.0,4.0,1.0,3.0,0.0,0.0,0.39,23,23,27,9,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.util.Sorting.sortInferenceVariables.(Anon_1),1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,2.0,0.0,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1,1,1,1,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.util.Util,6.0,5.0,7.0,2.0,29.0,0.0,22.0,8.0,2.0,19.0,0.0,,47.0,36.0,0.0,0.0,47.0,47.0,0.0,0.0,47.0,47.0,0.0,1.0,0.0,46.0,1682.0,86.0,1075.0,219.0,790.0,574.0,510.0,772.0,236.0,22.0,22.0,27.0,13.0,1.0,7.0,0.0,0.0,0.53,308,268,335,139,False
eclipse.jdt.core,org.eclipse.jdt.internal.compiler.util.Util.toString.(Anon_1),2.0,2.0,2.0,1.0,4.0,0.0,4.0,1.0,2.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,6.0,0.0,5.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.17,2,2,2,1,False
eclipse.jdt.core,org.eclipse.jdt.internal.core.ASTHolderCUInfo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,5.0,0.0,14.0,0.0,5.0,0.0,14.0,0.0,0.0,0.0,0.0,20.0,0.0,7.0,6.0,1.0,13.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.86,0,0,0,0,False
eclipse.jdt.core,org.eclipse.jdt.internal.core.AbstractClassFile,2.0,2.0,2.0,1.0,12.0,0.0,10.0,2.0,3.0,39.0,2.0,,0.0,0.0,33.0,1.0,33.0,135.0,33.0,1.0,33.0,135.0,0.0,1.0,6.0,26.0,469.0,26.0,349.0,108.0,206.0,100.0,128.0,211.0,93.0,10.0,10.0,14.0,7.0,4.0,5.0,83.0,58.0,0.29,72,71,81,55,False
eclipse.jdt.core,org.eclipse.jdt.internal.core.AbstractClassFile.codeComplete.(Anon_1),1.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,2.0,3.0,0.0,,0.0,0.0,14.0,0.0,14.0,14.0,14.0,0.0,14.0,14.0,0.0,0.0,0.0,14.0,58.0,0.0,52.0,0.0,38.0,6.0,9.0,23.0,14.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12,14,14,14,14,False
eclipse.jdt.core,org.eclipse.jdt.internal.core.AbstractModule.AutoModule,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,4.0,0.0,,0.0,0.0,9.0,1.0,9.0,135.0,9.0,1.0,9.0,135.0,0.0,0.0,0.0,9.0,46.0,2.0,39.0,18.0,11.0,8.0,12.0,22.0,11.0,1.0,1.0,1.0,1.0,6.0,0.0,77.0,77.0,0.21,9,9,9,9,False
eclipse.jdt.core,org.eclipse.jdt.internal.core.AnnotatableInfo,1.0,1.0,1.0,1.0,6.0,0.0,3.0,3.0,1.0,4.0,4.0,,0.0,0.0,5.0,3.0,5.0,16.0,5.0,3.0,5.0,16.0,0.0,0.0,3.0,2.0,68.0,4.0,22.0,11.0,8.0,42.0,8.0,14.0,9.0,1.0,1.0,1.0,1.0,4.0,0.0,60.0,60.0,1.91,5,5,5,5,False
eclipse.jdt.core,org.eclipse.jdt.internal.core.Annotation,1.0,1.0,1.0,1.0,7.0,0.0,6.0,0.0,2.0,13.0,2.0,,0.0,2.0,13.0,2.0,13.0,105.0,13.0,2.0,13.0,105.0,0.0,0.0,2.0,11.0,140.0,15.0,105.0,43.0,57.0,20.0,50.0,75.0,34.0,5.0,5.0,5.0,5.0,4.0,2.0,76.0,65.0,0.19,25,25,25,22,False
eclipse.jdt.core,org.eclipse.jdt.internal.core.AnnotationInfo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,3.0,0.0,7.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,33.0,4.0,5.0,4.0,2.0,24.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.8,0,0,0,0,False
eclipse.jdt.core,org.eclipse.jdt.internal.core.BasicCompilationUnit,2.0,2.0,3.0,2.0,10.0,0.0,9.0,1.0,2.0,9.0,0.0,,0.0,0.0,11.0,6.0,11.0,11.0,11.0,6.0,11.0,11.0,0.0,2.0,0.0,9.0,170.0,13.0,119.0,32.0,69.0,41.0,50.0,79.0,24.0,14.0,11.0,14.0,10.0,1.0,5.0,77.0,65.0,0.34,31,28,33,22,False
