project,Kind,Name,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,is_lpl
ant,Public Method,org.apache.tools.ant.AntClassLoader.setThreadContextLoader,6.0,18.0,0.0,14.0,2.0,9.0,4.0,10.0,6.0,1.0,6.0,10.0,2.0,8.0,4.0,4.0,5.0,1.0,0.0,0.0,2.0,0.0,0.29,4,4,5,1,False
ant,Public Method,org.apache.tools.ant.AntClassLoader.subBuildFinished,2.0,14.0,0.0,5.0,1.0,2.0,9.0,2.0,2.0,0.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.8,2,2,2,1,False
ant,Public Method,org.apache.tools.ant.AntClassLoader.subBuildStarted,0.0,10.0,0.0,2.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1,1,1,1,False
ant,Public Method,org.apache.tools.ant.AntClassLoader.targetFinished,0.0,8.0,0.0,2.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1,1,1,1,False
ant,Public Method,org.apache.tools.ant.AntClassLoader.targetStarted,0.0,8.0,0.0,2.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1,1,1,1,False
ant,Public Method,org.apache.tools.ant.AntClassLoader.taskFinished,0.0,8.0,0.0,2.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1,1,1,1,False
ant,Public Method,org.apache.tools.ant.AntClassLoader.taskStarted,0.0,8.0,0.0,2.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1,1,1,1,False
ant,Public Method,org.apache.tools.ant.AntClassLoader.toString,1.0,7.0,0.0,3.0,1.0,1.0,4.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.33,1,1,1,1,False
ant,Public Method,org.apache.tools.ant.AntTypeDefinition.checkClass,6.0,29.0,0.0,18.0,3.0,12.0,11.0,7.0,9.0,1.0,5.0,10.0,2.0,8.0,5.0,5.0,7.0,1.0,0.0,0.0,2.0,0.0,0.61,5,5,7,1,False
ant,Public Method,org.apache.tools.ant.AntTypeDefinition.create,5.0,9.0,0.0,3.0,1.0,1.0,6.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1,1,1,1,False
ant,Private Method,org.apache.tools.ant.AntTypeDefinition.createAndSet,8.0,31.0,0.0,26.0,5.0,23.0,5.0,6.0,7.0,1.0,10.0,12.0,4.0,8.0,7.0,7.0,7.0,7.0,21.0,21.0,1.0,21.0,0.19,7,7,7,7,False
ant,Private Method,org.apache.tools.ant.AntTypeDefinition.extractClassname,2.0,3.0,0.0,3.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2,2,2,1,False
ant,Public Method,org.apache.tools.ant.AntTypeDefinition.getClassLoader,3.0,7.0,0.0,3.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.33,1,1,1,1,False
ant,Public Method,org.apache.tools.ant.AntTypeDefinition.getClassName,7.0,7.0,0.0,3.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.33,1,1,1,1,False
ant,Public Method,org.apache.tools.ant.AntTypeDefinition.getExposedClass,13.0,18.0,0.0,9.0,2.0,5.0,9.0,3.0,3.0,0.0,3.0,6.0,2.0,4.0,4.0,4.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,4,4,5,3,False
ant,Public Method,org.apache.tools.ant.AntTypeDefinition.getName,8.0,7.0,0.0,3.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.33,1,1,1,1,False
ant,Public Method,org.apache.tools.ant.AntTypeDefinition.getTypeClass,13.0,18.0,0.0,13.0,1.0,10.0,5.0,4.0,3.0,0.0,4.0,6.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,0.38,3,3,3,3,False
ant,Private Method,org.apache.tools.ant.AntTypeDefinition.icreate,4.0,27.0,0.0,22.0,5.0,15.0,5.0,6.0,7.0,1.0,9.0,15.0,4.0,11.0,6.0,6.0,7.0,6.0,5.0,5.0,2.0,5.0,0.23,6,6,7,6,False
ant,Public Method,org.apache.tools.ant.AntTypeDefinition.innerCreateAndSet,5.0,36.0,1.0,19.0,9.0,12.0,16.0,4.0,2.0,0.0,9.0,11.0,4.0,7.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.84,3,3,3,1,False
ant,Public Method,org.apache.tools.ant.AntTypeDefinition.innerGetTypeClass,6.0,18.0,0.0,11.0,1.0,7.0,7.0,4.0,3.0,0.0,4.0,7.0,1.0,6.0,3.0,3.0,3.0,1.0,2.0,0.0,1.0,0.0,0.64,3,3,3,1,False
ant,Public Method,org.apache.tools.ant.AntTypeDefinition.isRestrict,2.0,7.0,0.0,3.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.33,1,1,1,1,False
ant,Public Method,org.apache.tools.ant.AntTypeDefinition.sameDefinition,8.0,15.0,0.0,8.0,1.0,6.0,7.0,5.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.88,1,1,7,1,False
ant,Public Method,org.apache.tools.ant.AntTypeDefinition.setAdaptToClass,4.0,7.0,0.0,3.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.33,1,1,1,1,False
ant,Public Method,org.apache.tools.ant.AntTypeDefinition.setAdapterClass,4.0,9.0,0.0,3.0,1.0,1.0,6.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1,1,1,1,False
ant,Public Method,org.apache.tools.ant.AntTypeDefinition.setClass,8.0,14.0,0.0,9.0,1.0,6.0,5.0,5.0,2.0,0.0,4.0,6.0,1.0,5.0,4.0,4.0,4.0,1.0,1.0,0.0,1.0,0.0,0.56,4,4,4,1,False
ant,Public Method,org.apache.tools.ant.AntTypeDefinition.setClassLoader,5.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.67,1,1,1,1,False
ant,Public Method,org.apache.tools.ant.AntTypeDefinition.setClassName,5.0,7.0,0.0,3.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.33,1,1,1,1,False
ant,Public Method,org.apache.tools.ant.AntTypeDefinition.setName,9.0,7.0,0.0,3.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.33,1,1,1,1,False
ant,Public Method,org.apache.tools.ant.AntTypeDefinition.setRestrict,2.0,7.0,0.0,3.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.33,1,1,1,1,False
ant,Public Method,org.apache.tools.ant.AntTypeDefinition.similarDefinition,7.0,32.0,0.0,19.0,3.0,16.0,13.0,7.0,2.0,0.0,4.0,6.0,3.0,3.0,2.0,2.0,10.0,1.0,1.0,0.0,1.0,0.0,0.68,2,2,10,1,False
ant,Public Constructor,org.apache.tools.ant.BuildEvent.BuildEvent,6.0,12.0,0.0,6.0,1.0,4.0,6.0,4.0,1.0,0.0,4.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,False
ant,Public Constructor,org.apache.tools.ant.BuildEvent.BuildEvent,4.0,14.0,0.0,6.0,1.0,4.0,8.0,5.0,1.0,0.0,4.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.33,1,1,1,1,False
ant,Public Constructor,org.apache.tools.ant.BuildEvent.BuildEvent,4.0,14.0,0.0,6.0,1.0,4.0,8.0,6.0,1.0,0.0,4.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.33,1,1,1,1,False
ant,Public Method,org.apache.tools.ant.BuildEvent.getException,15.0,16.0,0.0,3.0,1.0,1.0,13.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.33,1,1,1,1,False
ant,Public Method,org.apache.tools.ant.BuildEvent.getMessage,8.0,12.0,0.0,3.0,1.0,1.0,9.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1,1,1,1,False
ant,Public Method,org.apache.tools.ant.BuildEvent.getPriority,12.0,12.0,0.0,3.0,1.0,1.0,9.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1,1,1,1,False
ant,Public Method,org.apache.tools.ant.BuildEvent.getProject,12.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.67,1,1,1,1,False
ant,Public Method,org.apache.tools.ant.BuildEvent.getTarget,16.0,9.0,0.0,3.0,1.0,1.0,6.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1,1,1,1,False
ant,Public Method,org.apache.tools.ant.BuildEvent.getTask,16.0,9.0,0.0,3.0,1.0,1.0,6.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1,1,1,1,False
