Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
File,"AbstractResourceAggregatingHeaderResponse.java",1,1,1,1,11,0,5,5,,,,,1,0,0,16,,17,17,1,17,,0,0,7,10,,291,26,121,51,31,144,,,,40,65,40,25,,,,,,4,4,4,1,,,2,,,,1.19,21,21,21,16
File,"AbstractResourceDependentResourceReference.java",1,1,1,1,9,0,3,5,,,,,2,0,1,10,,9,11,4,11,,0,0,0,11,,170,17,53,22,11,100,,,,18,29,19,10,,,,,,2,2,3,1,,,1,,,,1.89,11,11,12,10
File,"AbstractResourceStream.java",1,1,1,1,11,0,7,3,,,,,1,0,1,8,,8,8,2,8,,0,0,1,7,,142,13,79,23,24,50,,,,28,40,23,17,,,,,,5,5,5,3,,,2,,,,0.63,12,12,12,10
File,"AbstractResourceStreamWriter.java",1,1,1,1,8,0,3,4,,,,,1,0,1,7,,7,7,1,7,,0,0,0,7,,101,11,37,15,7,53,,,,13,21,15,6,,,,,,1,1,1,1,,,0,,,,1.43,7,7,7,7
File,"AbstractRestartResponseException.java",2,2,2,1,11,0,8,3,,,,,1,0,1,1,,1,1,0,1,,0,0,0,1,,43,2,13,5,4,28,,,,4,7,5,2,,,,,,2,2,2,1,,,1,,,,2.15,2,2,2,1
File,"AbstractRoleAuthorizationStrategy.java",2,2,2,1,18,0,10,7,,,,,1,0,0,3,,3,3,1,3,,0,0,2,1,,89,7,37,7,12,45,,,,10,18,7,11,,,,,,3,3,3,3,,,1,,,,1.22,7,7,7,5
File,"AbstractSecurePage.java",1,1,1,1,7,0,4,3,,,,,1,0,1,1,,1,1,0,1,,0,0,0,1,,36,3,10,5,2,23,,,,4,6,5,1,,,,,,1,1,1,1,,,0,,,,2.30,1,1,1,1
File,"AbstractSecurePage.java",1,1,1,1,7,0,4,3,,,,,1,0,1,1,,1,1,0,1,,0,0,0,1,,36,3,10,5,2,23,,,,4,6,5,1,,,,,,1,1,1,1,,,0,,,,2.30,1,1,1,1
File,"AbstractSingleSelectChoice.java",1,1,1,1,14,0,6,7,,,,,1,0,4,19,,19,19,1,19,,0,0,7,12,,357,33,147,50,55,177,,,,50,78,40,38,,,,,,6,6,8,3,,,3,,,,1.20,28,28,32,23
File,"AbstractStringList.java",1,1,1,1,17,1,8,8,,,,,1,0,1,7,,10,10,0,10,,0,0,0,10,,198,24,68,25,26,106,,,,36,49,28,21,,,,,,3,3,3,1,,,2,,,,1.56,12,12,12,7
